hospital_name;year;type_activity;total
hospital_clinico_san_carlos;2012;Total ingresos;35532.0
hospital_clinico_san_carlos;2013;Total ingresos;33349.0
hospital_clinico_san_carlos;2014;Total ingresos;35139.0
hospital_clinico_san_carlos;2015;Total ingresos;35377.0
hospital_clinico_san_carlos;2016;Total ingresos;34299.0
hospital_clinico_san_carlos;2017;Total ingresos;32320.0
hospital_clinico_san_carlos;2018;Total ingresos;31908.0
hospital_clinico_san_carlos;2019;Total ingresos;31657.0
hospital_clinico_san_carlos;2020;Total ingresos;28008.0
hospital_clinico_san_carlos;2021;Total ingresos;28073.0
hospital_clinico_san_carlos;2022;Total ingresos;28705.0
hospital_clinico_san_carlos;2012;Ingresos urgentes;25136.0
hospital_clinico_san_carlos;2013;Ingresos urgentes;24334.0
hospital_clinico_san_carlos;2014;Ingresos urgentes;24542.0
hospital_clinico_san_carlos;2015;Ingresos urgentes;25262.0
hospital_clinico_san_carlos;2016;Ingresos urgentes;24338.0
hospital_clinico_san_carlos;2017;Ingresos urgentes;22318.0
hospital_clinico_san_carlos;2018;Ingresos urgentes;21631.0
hospital_clinico_san_carlos;2019;Ingresos urgentes;21890.0
hospital_clinico_san_carlos;2020;Ingresos urgentes;21888.0
hospital_clinico_san_carlos;2021;Ingresos urgentes;20315.0
hospital_clinico_san_carlos;2022;Ingresos urgentes;20254.0
hospital_clinico_san_carlos;2012;Ingresos programados;10396.0
hospital_clinico_san_carlos;2013;Ingresos programados;9015.0
hospital_clinico_san_carlos;2014;Ingresos programados;10597.0
hospital_clinico_san_carlos;2015;Ingresos programados;10115.0
hospital_clinico_san_carlos;2016;Ingresos programados;9961.0
hospital_clinico_san_carlos;2017;Ingresos programados;10002.0
hospital_clinico_san_carlos;2018;Ingresos programados;10277.0
hospital_clinico_san_carlos;2019;Ingresos programados;9767.0
hospital_clinico_san_carlos;2020;Ingresos programados;6120.0
hospital_clinico_san_carlos;2021;Ingresos programados;7758.0
hospital_clinico_san_carlos;2022;Ingresos programados;8451.0
hospital_clinico_san_carlos;2012;Urgencias totales;117325.0
hospital_clinico_san_carlos;2013;Urgencias totales;118450.0
hospital_clinico_san_carlos;2014;Urgencias totales;122656.0
hospital_clinico_san_carlos;2015;Urgencias totales;125740.0
hospital_clinico_san_carlos;2016;Urgencias totales;130932.0
hospital_clinico_san_carlos;2017;Urgencias totales;131622.0
hospital_clinico_san_carlos;2018;Urgencias totales;132850.0
hospital_clinico_san_carlos;2019;Urgencias totales;136193.0
hospital_clinico_san_carlos;2020;Urgencias totales;105763.0
hospital_clinico_san_carlos;2021;Urgencias totales;130444.0
hospital_clinico_san_carlos;2022;Urgencias totales;145819.0
hospital_universitario_del_sureste;2012;Estancia media global;4.81
hospital_universitario_del_sureste;2013;Estancia media global;4.95
hospital_universitario_del_sureste;2014;Estancia media global;5.13
hospital_universitario_del_sureste;2015;Estancia media global;5.42
hospital_universitario_del_sureste;2016;Estancia media global;5.23
hospital_universitario_del_sureste;2017;Estancia media global;5.36
hospital_universitario_del_sureste;2018;Estancia media global;5.23
hospital_universitario_del_sureste;2019;Estancia media global;5.37
hospital_universitario_del_sureste;2020;Estancia media global;6.11
hospital_universitario_del_sureste;2021;Estancia media global;6.16
hospital_universitario_del_sureste;2022;Estancia media global;5.92
hospital_universitario_del_sureste;2012;Total ingresos;7261.0
hospital_universitario_del_sureste;2013;Total ingresos;7366.0
hospital_universitario_del_sureste;2014;Total ingresos;7504.0
hospital_universitario_del_sureste;2015;Total ingresos;7623.0
hospital_universitario_del_sureste;2016;Total ingresos;7740.0
hospital_universitario_del_sureste;2017;Total ingresos;7985.0
hospital_universitario_del_sureste;2018;Total ingresos;8057.0
hospital_universitario_del_sureste;2019;Total ingresos;8116.0
hospital_universitario_del_sureste;2020;Total ingresos;6946.0
hospital_universitario_del_sureste;2021;Total ingresos;7107.0
hospital_universitario_del_sureste;2022;Total ingresos;8372.0
hospital_universitario_del_sureste;2012;Ingresos urgentes;5571.0
hospital_universitario_del_sureste;2013;Ingresos urgentes;5768.0
hospital_universitario_del_sureste;2014;Ingresos urgentes;5973.0
hospital_universitario_del_sureste;2015;Ingresos urgentes;6179.0
hospital_universitario_del_sureste;2016;Ingresos urgentes;6369.0
hospital_universitario_del_sureste;2017;Ingresos urgentes;6491.0
hospital_universitario_del_sureste;2018;Ingresos urgentes;6583.0
hospital_universitario_del_sureste;2019;Ingresos urgentes;6612.0
hospital_universitario_del_sureste;2020;Ingresos urgentes;5765.0
hospital_universitario_del_sureste;2021;Ingresos urgentes;5692.0
hospital_universitario_del_sureste;2022;Ingresos urgentes;6824.0
hospital_universitario_del_sureste;2012;Ingresos programados;1690.0
hospital_universitario_del_sureste;2013;Ingresos programados;1598.0
hospital_universitario_del_sureste;2014;Ingresos programados;1531.0
hospital_universitario_del_sureste;2015;Ingresos programados;1444.0
hospital_universitario_del_sureste;2016;Ingresos programados;1371.0
hospital_universitario_del_sureste;2017;Ingresos programados;1494.0
hospital_universitario_del_sureste;2018;Ingresos programados;1474.0
hospital_universitario_del_sureste;2019;Ingresos programados;1504.0
hospital_universitario_del_sureste;2020;Ingresos programados;1181.0
hospital_universitario_del_sureste;2021;Ingresos programados;1415.0
hospital_universitario_del_sureste;2022;Ingresos programados;1548.0
hospital_universitario_del_sureste;2012;Urgencias totales;68913.0
hospital_universitario_del_sureste;2013;Urgencias totales;69776.0
hospital_universitario_del_sureste;2014;Urgencias totales;73934.0
hospital_universitario_del_sureste;2015;Urgencias totales;81286.0
hospital_universitario_del_sureste;2016;Urgencias totales;87793.0
hospital_universitario_del_sureste;2017;Urgencias totales;90575.0
hospital_universitario_del_sureste;2018;Urgencias totales;90278.0
hospital_universitario_del_sureste;2019;Urgencias totales;95181.0
hospital_universitario_del_sureste;2020;Urgencias totales;75562.0
hospital_universitario_del_sureste;2021;Urgencias totales;109180.0
hospital_universitario_del_sureste;2022;Urgencias totales;123370.0
hospital_universitario_12_de_octubre;2012;Estancia media global;8.08
hospital_universitario_12_de_octubre;2013;Estancia media global;7.93
hospital_universitario_12_de_octubre;2014;Estancia media global;7.27
hospital_universitario_12_de_octubre;2015;Estancia media global;7.15
hospital_universitario_12_de_octubre;2016;Estancia media global;7.27
hospital_universitario_12_de_octubre;2017;Estancia media global;7.07
hospital_universitario_12_de_octubre;2018;Estancia media global;6.92
hospital_universitario_12_de_octubre;2019;Estancia media global;6.86
hospital_universitario_12_de_octubre;2020;Estancia media global;7.27
hospital_universitario_12_de_octubre;2021;Estancia media global;7.34
hospital_universitario_12_de_octubre;2012;Total ingresos;42256.0
hospital_universitario_12_de_octubre;2013;Total ingresos;42375.0
hospital_universitario_12_de_octubre;2014;Total ingresos;44032.0
hospital_universitario_12_de_octubre;2015;Total ingresos;45333.0
hospital_universitario_12_de_octubre;2016;Total ingresos;44586.0
hospital_universitario_12_de_octubre;2017;Total ingresos;44739.0
hospital_universitario_12_de_octubre;2018;Total ingresos;45053.0
hospital_universitario_12_de_octubre;2019;Total ingresos;45358.0
hospital_universitario_12_de_octubre;2020;Total ingresos;39669.0
hospital_universitario_12_de_octubre;2021;Total ingresos;39587.0
hospital_universitario_12_de_octubre;2012;Ingresos urgentes;25249.0
hospital_universitario_12_de_octubre;2013;Ingresos urgentes;25506.0
hospital_universitario_12_de_octubre;2014;Ingresos urgentes;27389.0
hospital_universitario_12_de_octubre;2015;Ingresos urgentes;29042.0
hospital_universitario_12_de_octubre;2016;Ingresos urgentes;30301.0
hospital_universitario_12_de_octubre;2017;Ingresos urgentes;30202.0
hospital_universitario_12_de_octubre;2018;Ingresos urgentes;30029.0
hospital_universitario_12_de_octubre;2019;Ingresos urgentes;25574.0
hospital_universitario_12_de_octubre;2020;Ingresos urgentes;29969.0
hospital_universitario_12_de_octubre;2021;Ingresos urgentes;28358.0
hospital_universitario_12_de_octubre;2012;Ingresos programados;17007.0
hospital_universitario_12_de_octubre;2013;Ingresos programados;16869.0
hospital_universitario_12_de_octubre;2014;Ingresos programados;16643.0
hospital_universitario_12_de_octubre;2015;Ingresos programados;16291.0
hospital_universitario_12_de_octubre;2016;Ingresos programados;14285.0
hospital_universitario_12_de_octubre;2017;Ingresos programados;14537.0
hospital_universitario_12_de_octubre;2018;Ingresos programados;15024.0
hospital_universitario_12_de_octubre;2019;Ingresos programados;19784.0
hospital_universitario_12_de_octubre;2020;Ingresos programados;9700.0
hospital_universitario_12_de_octubre;2021;Ingresos programados;11229.0
hospital_universitario_12_de_octubre;2012;Urgencias totales;226070.0
hospital_universitario_12_de_octubre;2013;Urgencias totales;231293.0
hospital_universitario_12_de_octubre;2014;Urgencias totales;230820.0
hospital_universitario_12_de_octubre;2015;Urgencias totales;237148.0
hospital_universitario_12_de_octubre;2016;Urgencias totales;246401.0
hospital_universitario_12_de_octubre;2017;Urgencias totales;255507.0
hospital_universitario_12_de_octubre;2018;Urgencias totales;257308.0
hospital_universitario_12_de_octubre;2019;Urgencias totales;273664.0
hospital_universitario_12_de_octubre;2020;Urgencias totales;206741.0
hospital_universitario_12_de_octubre;2021;Urgencias totales;262547.0
hospital_general_universitario_gregorio_maranon;2012;Estancia media global;7.64
hospital_general_universitario_gregorio_maranon;2013;Estancia media global;7.75
hospital_general_universitario_gregorio_maranon;2014;Estancia media global;7.72
hospital_general_universitario_gregorio_maranon;2015;Estancia media global;7.66
hospital_general_universitario_gregorio_maranon;2016;Estancia media global;7.48
hospital_general_universitario_gregorio_maranon;2017;Estancia media global;7.53
hospital_general_universitario_gregorio_maranon;2018;Estancia media global;7.39
hospital_general_universitario_gregorio_maranon;2019;Estancia media global;7.19
hospital_general_universitario_gregorio_maranon;2020;Estancia media global;7.9
hospital_general_universitario_gregorio_maranon;2021;Estancia media global;7.61
hospital_general_universitario_gregorio_maranon;2022;Estancia media global;7.56
hospital_general_universitario_gregorio_maranon;2012;Total ingresos;49336.0
hospital_general_universitario_gregorio_maranon;2013;Total ingresos;48247.0
hospital_general_universitario_gregorio_maranon;2014;Total ingresos;48238.0
hospital_general_universitario_gregorio_maranon;2015;Total ingresos;48838.0
hospital_general_universitario_gregorio_maranon;2016;Total ingresos;48652.0
hospital_general_universitario_gregorio_maranon;2017;Total ingresos;48059.0
hospital_general_universitario_gregorio_maranon;2018;Total ingresos;47298.0
hospital_general_universitario_gregorio_maranon;2019;Total ingresos;47048.0
hospital_general_universitario_gregorio_maranon;2020;Total ingresos;42446.0
hospital_general_universitario_gregorio_maranon;2021;Total ingresos;42531.0
hospital_general_universitario_gregorio_maranon;2022;Total ingresos;42288.0
hospital_general_universitario_gregorio_maranon;2012;Ingresos urgentes;29799.0
hospital_general_universitario_gregorio_maranon;2013;Ingresos urgentes;29668.0
hospital_general_universitario_gregorio_maranon;2014;Ingresos urgentes;29546.0
hospital_general_universitario_gregorio_maranon;2015;Ingresos urgentes;30410.0
hospital_general_universitario_gregorio_maranon;2016;Ingresos urgentes;29826.0
hospital_general_universitario_gregorio_maranon;2017;Ingresos urgentes;29298.0
hospital_general_universitario_gregorio_maranon;2018;Ingresos urgentes;28051.0
hospital_general_universitario_gregorio_maranon;2019;Ingresos urgentes;27682.0
hospital_general_universitario_gregorio_maranon;2020;Ingresos urgentes;27221.0
hospital_general_universitario_gregorio_maranon;2021;Ingresos urgentes;26691.0
hospital_general_universitario_gregorio_maranon;2022;Ingresos urgentes;27044.0
hospital_general_universitario_gregorio_maranon;2012;Ingresos programados;19537.0
hospital_general_universitario_gregorio_maranon;2013;Ingresos programados;18579.0
hospital_general_universitario_gregorio_maranon;2014;Ingresos programados;18692.0
hospital_general_universitario_gregorio_maranon;2015;Ingresos programados;18428.0
hospital_general_universitario_gregorio_maranon;2016;Ingresos programados;18826.0
hospital_general_universitario_gregorio_maranon;2017;Ingresos programados;18761.0
hospital_general_universitario_gregorio_maranon;2018;Ingresos programados;19247.0
hospital_general_universitario_gregorio_maranon;2019;Ingresos programados;19366.0
hospital_general_universitario_gregorio_maranon;2020;Ingresos programados;15225.0
hospital_general_universitario_gregorio_maranon;2021;Ingresos programados;15840.0
hospital_general_universitario_gregorio_maranon;2022;Ingresos programados;15244.0
hospital_general_universitario_gregorio_maranon;2012;Urgencias totales;224698.0
hospital_general_universitario_gregorio_maranon;2013;Urgencias totales;228120.0
hospital_general_universitario_gregorio_maranon;2014;Urgencias totales;229365.0
hospital_general_universitario_gregorio_maranon;2015;Urgencias totales;238637.0
hospital_general_universitario_gregorio_maranon;2016;Urgencias totales;250249.0
hospital_general_universitario_gregorio_maranon;2017;Urgencias totales;251479.0
hospital_general_universitario_gregorio_maranon;2018;Urgencias totales;249695.0
hospital_general_universitario_gregorio_maranon;2019;Urgencias totales;257514.0
hospital_general_universitario_gregorio_maranon;2020;Urgencias totales;183663.0
hospital_general_universitario_gregorio_maranon;2021;Urgencias totales;239076.0
hospital_general_universitario_gregorio_maranon;2022;Urgencias totales;270319.0
hospital_central_de_la_defensa_gomez_ulla;2014;Estancia media global;8.47
hospital_central_de_la_defensa_gomez_ulla;2015;Estancia media global;8.15
hospital_central_de_la_defensa_gomez_ulla;2016;Estancia media global;7.96
hospital_central_de_la_defensa_gomez_ulla;2017;Estancia media global;7.35
hospital_central_de_la_defensa_gomez_ulla;2018;Estancia media global;7.33
hospital_central_de_la_defensa_gomez_ulla;2019;Estancia media global;7.18
hospital_central_de_la_defensa_gomez_ulla;2020;Estancia media global;8.51
hospital_central_de_la_defensa_gomez_ulla;2021;Estancia media global;8.02
hospital_central_de_la_defensa_gomez_ulla;2022;Estancia media global;7.98
hospital_central_de_la_defensa_gomez_ulla;2014;Total ingresos;10430.0
hospital_central_de_la_defensa_gomez_ulla;2015;Total ingresos;10233.0
hospital_central_de_la_defensa_gomez_ulla;2016;Total ingresos;10266.0
hospital_central_de_la_defensa_gomez_ulla;2017;Total ingresos;10212.0
hospital_central_de_la_defensa_gomez_ulla;2018;Total ingresos;10400.0
hospital_central_de_la_defensa_gomez_ulla;2019;Total ingresos;10700.0
hospital_central_de_la_defensa_gomez_ulla;2020;Total ingresos;9808.0
hospital_central_de_la_defensa_gomez_ulla;2021;Total ingresos;8828.0
hospital_central_de_la_defensa_gomez_ulla;2022;Total ingresos;9339.0
hospital_central_de_la_defensa_gomez_ulla;2014;Ingresos urgentes;5713.0
hospital_central_de_la_defensa_gomez_ulla;2015;Ingresos urgentes;5898.0
hospital_central_de_la_defensa_gomez_ulla;2016;Ingresos urgentes;5779.0
hospital_central_de_la_defensa_gomez_ulla;2017;Ingresos urgentes;5916.0
hospital_central_de_la_defensa_gomez_ulla;2018;Ingresos urgentes;5861.0
hospital_central_de_la_defensa_gomez_ulla;2019;Ingresos urgentes;6000.0
hospital_central_de_la_defensa_gomez_ulla;2020;Ingresos urgentes;6221.0
hospital_central_de_la_defensa_gomez_ulla;2021;Ingresos urgentes;5169.0
hospital_central_de_la_defensa_gomez_ulla;2022;Ingresos urgentes;5122.0
hospital_central_de_la_defensa_gomez_ulla;2014;Ingresos programados;4717.0
hospital_central_de_la_defensa_gomez_ulla;2015;Ingresos programados;4335.0
hospital_central_de_la_defensa_gomez_ulla;2016;Ingresos programados;4487.0
hospital_central_de_la_defensa_gomez_ulla;2017;Ingresos programados;4296.0
hospital_central_de_la_defensa_gomez_ulla;2018;Ingresos programados;4539.0
hospital_central_de_la_defensa_gomez_ulla;2019;Ingresos programados;4700.0
hospital_central_de_la_defensa_gomez_ulla;2020;Ingresos programados;3587.0
hospital_central_de_la_defensa_gomez_ulla;2021;Ingresos programados;3659.0
hospital_central_de_la_defensa_gomez_ulla;2022;Ingresos programados;4217.0
hospital_central_de_la_defensa_gomez_ulla;2014;Urgencias totales;54840.0
hospital_central_de_la_defensa_gomez_ulla;2015;Urgencias totales;61535.0
hospital_central_de_la_defensa_gomez_ulla;2016;Urgencias totales;65723.0
hospital_central_de_la_defensa_gomez_ulla;2017;Urgencias totales;69408.0
hospital_central_de_la_defensa_gomez_ulla;2018;Urgencias totales;71315.0
hospital_central_de_la_defensa_gomez_ulla;2019;Urgencias totales;75487.0
hospital_central_de_la_defensa_gomez_ulla;2020;Urgencias totales;56326.0
hospital_central_de_la_defensa_gomez_ulla;2021;Urgencias totales;70893.0
hospital_central_de_la_defensa_gomez_ulla;2022;Urgencias totales;84513.0
hospital_universitario_la_paz;2012;Estancia media global;7.84
hospital_universitario_la_paz;2013;Estancia media global;7.57
hospital_universitario_la_paz;2014;Estancia media global;7.29
hospital_universitario_la_paz;2015;Estancia media global;7.47
hospital_universitario_la_paz;2016;Estancia media global;7.29
hospital_universitario_la_paz;2017;Estancia media global;7.06
hospital_universitario_la_paz;2018;Estancia media global;7.03
hospital_universitario_la_paz;2019;Estancia media global;6.97
hospital_universitario_la_paz;2020;Estancia media global;7.1
hospital_universitario_la_paz;2021;Estancia media global;6.93
hospital_universitario_la_paz;2012;Total ingresos;47368.0
hospital_universitario_la_paz;2013;Total ingresos;46360.0
hospital_universitario_la_paz;2014;Total ingresos;46758.0
hospital_universitario_la_paz;2015;Total ingresos;46286.0
hospital_universitario_la_paz;2016;Total ingresos;47116.0
hospital_universitario_la_paz;2017;Total ingresos;48151.0
hospital_universitario_la_paz;2018;Total ingresos;48945.0
hospital_universitario_la_paz;2019;Total ingresos;48749.0
hospital_universitario_la_paz;2020;Total ingresos;44190.0
hospital_universitario_la_paz;2021;Total ingresos;44948.0
hospital_universitario_la_paz;2012;Ingresos urgentes;29654.0
hospital_universitario_la_paz;2013;Ingresos urgentes;29371.0
hospital_universitario_la_paz;2014;Ingresos urgentes;29673.0
hospital_universitario_la_paz;2015;Ingresos urgentes;29460.0
hospital_universitario_la_paz;2016;Ingresos urgentes;31567.0
hospital_universitario_la_paz;2017;Ingresos urgentes;32798.0
hospital_universitario_la_paz;2018;Ingresos urgentes;30789.0
hospital_universitario_la_paz;2019;Ingresos urgentes;30161.0
hospital_universitario_la_paz;2020;Ingresos urgentes;28266.0
hospital_universitario_la_paz;2021;Ingresos urgentes;27301.0
hospital_universitario_la_paz;2012;Ingresos programados;17714.0
hospital_universitario_la_paz;2013;Ingresos programados;16989.0
hospital_universitario_la_paz;2014;Ingresos programados;17085.0
hospital_universitario_la_paz;2015;Ingresos programados;16826.0
hospital_universitario_la_paz;2016;Ingresos programados;15549.0
hospital_universitario_la_paz;2017;Ingresos programados;15353.0
hospital_universitario_la_paz;2018;Ingresos programados;18156.0
hospital_universitario_la_paz;2019;Ingresos programados;18588.0
hospital_universitario_la_paz;2020;Ingresos programados;15924.0
hospital_universitario_la_paz;2021;Ingresos programados;17647.0
hospital_universitario_la_paz;2012;Urgencias totales;205961.0
hospital_universitario_la_paz;2013;Urgencias totales;209233.0
hospital_universitario_la_paz;2014;Urgencias totales;211031.0
hospital_universitario_la_paz;2015;Urgencias totales;218784.0
hospital_universitario_la_paz;2016;Urgencias totales;229930.0
hospital_universitario_la_paz;2017;Urgencias totales;229351.0
hospital_universitario_la_paz;2018;Urgencias totales;229291.0
hospital_universitario_la_paz;2019;Urgencias totales;237700.0
hospital_universitario_la_paz;2020;Urgencias totales;180412.0
hospital_universitario_la_paz;2021;Urgencias totales;218238.0
hospital_universitario_de_getafe;2012;Estancia media global;6.6
hospital_universitario_de_getafe;2013;Estancia media global;6.34
hospital_universitario_de_getafe;2014;Estancia media global;6.75
hospital_universitario_de_getafe;2015;Estancia media global;6.3
hospital_universitario_de_getafe;2016;Estancia media global;6.47
hospital_universitario_de_getafe;2017;Estancia media global;6.21
hospital_universitario_de_getafe;2018;Estancia media global;6.24
hospital_universitario_de_getafe;2019;Estancia media global;6.34
hospital_universitario_de_getafe;2020;Estancia media global;6.84
hospital_universitario_de_getafe;2021;Estancia media global;6.6
hospital_universitario_de_getafe;2022;Estancia media global;6.18
hospital_universitario_de_getafe;2012;Total ingresos;19017.0
hospital_universitario_de_getafe;2013;Total ingresos;18864.0
hospital_universitario_de_getafe;2014;Total ingresos;18649.0
hospital_universitario_de_getafe;2015;Total ingresos;18766.0
hospital_universitario_de_getafe;2016;Total ingresos;18319.0
hospital_universitario_de_getafe;2017;Total ingresos;18669.0
hospital_universitario_de_getafe;2018;Total ingresos;18736.0
hospital_universitario_de_getafe;2019;Total ingresos;18385.0
hospital_universitario_de_getafe;2020;Total ingresos;16755.0
hospital_universitario_de_getafe;2021;Total ingresos;16729.0
hospital_universitario_de_getafe;2022;Total ingresos;18545.0
hospital_universitario_de_getafe;2012;Ingresos urgentes;12511.0
hospital_universitario_de_getafe;2013;Ingresos urgentes;12522.0
hospital_universitario_de_getafe;2014;Ingresos urgentes;12767.0
hospital_universitario_de_getafe;2015;Ingresos urgentes;13425.0
hospital_universitario_de_getafe;2016;Ingresos urgentes;12965.0
hospital_universitario_de_getafe;2017;Ingresos urgentes;13244.0
hospital_universitario_de_getafe;2018;Ingresos urgentes;13288.0
hospital_universitario_de_getafe;2019;Ingresos urgentes;13175.0
hospital_universitario_de_getafe;2020;Ingresos urgentes;13122.0
hospital_universitario_de_getafe;2021;Ingresos urgentes;12204.0
hospital_universitario_de_getafe;2022;Ingresos urgentes;13320.0
hospital_universitario_de_getafe;2012;Ingresos programados;6506.0
hospital_universitario_de_getafe;2013;Ingresos programados;6342.0
hospital_universitario_de_getafe;2014;Ingresos programados;5882.0
hospital_universitario_de_getafe;2015;Ingresos programados;5341.0
hospital_universitario_de_getafe;2016;Ingresos programados;5354.0
hospital_universitario_de_getafe;2017;Ingresos programados;5425.0
hospital_universitario_de_getafe;2018;Ingresos programados;5448.0
hospital_universitario_de_getafe;2019;Ingresos programados;5210.0
hospital_universitario_de_getafe;2020;Ingresos programados;3633.0
hospital_universitario_de_getafe;2021;Ingresos programados;4525.0
hospital_universitario_de_getafe;2022;Ingresos programados;5225.0
hospital_universitario_de_getafe;2012;Urgencias totales;101976.0
hospital_universitario_de_getafe;2013;Urgencias totales;106776.0
hospital_universitario_de_getafe;2014;Urgencias totales;104132.0
hospital_universitario_de_getafe;2015;Urgencias totales;109264.0
hospital_universitario_de_getafe;2016;Urgencias totales;114539.0
hospital_universitario_de_getafe;2017;Urgencias totales;116108.0
hospital_universitario_de_getafe;2018;Urgencias totales;115127.0
hospital_universitario_de_getafe;2019;Urgencias totales;117178.0
hospital_universitario_de_getafe;2020;Urgencias totales;89523.0
hospital_universitario_de_getafe;2021;Urgencias totales;111974.0
hospital_universitario_de_getafe;2022;Urgencias totales;131480.0
hospital_fundacion_jimenez_diaz;2013;Estancia media global;5.49
hospital_fundacion_jimenez_diaz;2014;Estancia media global;5.34
hospital_fundacion_jimenez_diaz;2015;Estancia media global;5.48
hospital_fundacion_jimenez_diaz;2016;Estancia media global;5.63
hospital_fundacion_jimenez_diaz;2017;Estancia media global;5.4
hospital_fundacion_jimenez_diaz;2018;Estancia media global;5.43
hospital_fundacion_jimenez_diaz;2019;Estancia media global;5.48
hospital_fundacion_jimenez_diaz;2020;Estancia media global;5.93
hospital_fundacion_jimenez_diaz;2021;Estancia media global;5.73
hospital_fundacion_jimenez_diaz;2022;Estancia media global;5.15
hospital_fundacion_jimenez_diaz;2013;Total ingresos;29939.0
hospital_fundacion_jimenez_diaz;2014;Total ingresos;30320.0
hospital_fundacion_jimenez_diaz;2015;Total ingresos;28962.0
hospital_fundacion_jimenez_diaz;2016;Total ingresos;29046.0
hospital_fundacion_jimenez_diaz;2017;Total ingresos;30125.0
hospital_fundacion_jimenez_diaz;2018;Total ingresos;29128.0
hospital_fundacion_jimenez_diaz;2019;Total ingresos;28947.0
hospital_fundacion_jimenez_diaz;2020;Total ingresos;25330.0
hospital_fundacion_jimenez_diaz;2021;Total ingresos;26372.0
hospital_fundacion_jimenez_diaz;2022;Total ingresos;27359.0
hospital_fundacion_jimenez_diaz;2013;Ingresos urgentes;17405.0
hospital_fundacion_jimenez_diaz;2014;Ingresos urgentes;17989.0
hospital_fundacion_jimenez_diaz;2015;Ingresos urgentes;15876.0
hospital_fundacion_jimenez_diaz;2016;Ingresos urgentes;17240.0
hospital_fundacion_jimenez_diaz;2017;Ingresos urgentes;18191.0
hospital_fundacion_jimenez_diaz;2018;Ingresos urgentes;18063.0
hospital_fundacion_jimenez_diaz;2019;Ingresos urgentes;17885.0
hospital_fundacion_jimenez_diaz;2020;Ingresos urgentes;16380.0
hospital_fundacion_jimenez_diaz;2021;Ingresos urgentes;15893.0
hospital_fundacion_jimenez_diaz;2022;Ingresos urgentes;16422.0
hospital_fundacion_jimenez_diaz;2013;Ingresos programados;12534.0
hospital_fundacion_jimenez_diaz;2014;Ingresos programados;12331.0
hospital_fundacion_jimenez_diaz;2015;Ingresos programados;13086.0
hospital_fundacion_jimenez_diaz;2016;Ingresos programados;11806.0
hospital_fundacion_jimenez_diaz;2017;Ingresos programados;11934.0
hospital_fundacion_jimenez_diaz;2018;Ingresos programados;11065.0
hospital_fundacion_jimenez_diaz;2019;Ingresos programados;11062.0
hospital_fundacion_jimenez_diaz;2020;Ingresos programados;8950.0
hospital_fundacion_jimenez_diaz;2021;Ingresos programados;10479.0
hospital_fundacion_jimenez_diaz;2022;Ingresos programados;10937.0
hospital_fundacion_jimenez_diaz;2013;Urgencias totales;121559.0
hospital_fundacion_jimenez_diaz;2014;Urgencias totales;129410.0
hospital_fundacion_jimenez_diaz;2015;Urgencias totales;139185.0
hospital_fundacion_jimenez_diaz;2016;Urgencias totales;149139.0
hospital_fundacion_jimenez_diaz;2017;Urgencias totales;157097.0
hospital_fundacion_jimenez_diaz;2018;Urgencias totales;162774.0
hospital_fundacion_jimenez_diaz;2019;Urgencias totales;173053.0
hospital_fundacion_jimenez_diaz;2020;Urgencias totales;130667.0
hospital_fundacion_jimenez_diaz;2021;Urgencias totales;173852.0
hospital_fundacion_jimenez_diaz;2022;Urgencias totales;192927.0
hospital_universitario_infanta_elena;2012;Estancia media global;4.55
hospital_universitario_infanta_elena;2013;Estancia media global;4.61
hospital_universitario_infanta_elena;2014;Estancia media global;4.62
hospital_universitario_infanta_elena;2015;Estancia media global;4.76
hospital_universitario_infanta_elena;2016;Estancia media global;4.85
hospital_universitario_infanta_elena;2017;Estancia media global;4.81
hospital_universitario_infanta_elena;2018;Estancia media global;4.54
hospital_universitario_infanta_elena;2019;Estancia media global;4.96
hospital_universitario_infanta_elena;2020;Estancia media global;5.72
hospital_universitario_infanta_elena;2021;Estancia media global;5.43
hospital_universitario_infanta_elena;2022;Estancia media global;4.72
hospital_universitario_infanta_elena;2012;Total ingresos;6619.0
hospital_universitario_infanta_elena;2013;Total ingresos;7620.0
hospital_universitario_infanta_elena;2014;Total ingresos;8038.0
hospital_universitario_infanta_elena;2015;Total ingresos;9015.0
hospital_universitario_infanta_elena;2016;Total ingresos;9573.0
hospital_universitario_infanta_elena;2017;Total ingresos;10118.0
hospital_universitario_infanta_elena;2018;Total ingresos;10575.0
hospital_universitario_infanta_elena;2019;Total ingresos;10430.0
hospital_universitario_infanta_elena;2020;Total ingresos;8899.0
hospital_universitario_infanta_elena;2021;Total ingresos;8974.0
hospital_universitario_infanta_elena;2022;Total ingresos;10939.0
hospital_universitario_infanta_elena;2012;Ingresos urgentes;5481.0
hospital_universitario_infanta_elena;2013;Ingresos urgentes;6249.0
hospital_universitario_infanta_elena;2014;Ingresos urgentes;6431.0
hospital_universitario_infanta_elena;2015;Ingresos urgentes;7264.0
hospital_universitario_infanta_elena;2016;Ingresos urgentes;7057.0
hospital_universitario_infanta_elena;2017;Ingresos urgentes;7352.0
hospital_universitario_infanta_elena;2018;Ingresos urgentes;7601.0
hospital_universitario_infanta_elena;2019;Ingresos urgentes;7411.0
hospital_universitario_infanta_elena;2020;Ingresos urgentes;6477.0
hospital_universitario_infanta_elena;2021;Ingresos urgentes;6668.0
hospital_universitario_infanta_elena;2022;Ingresos urgentes;8034.0
